order_id,customer_id,age,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,order_date,unit_price,quantity,purchase_frequency,preferred_category,product_name,category,gender
ORD5022,CUST1022,28,PROD222,Germany,6/9/2022,8/5/2022,2,active,2/6/2024,89.87,6,39,Home,Smartphone,Electronics,Female
ORD5023,CUST1023,25,PROD223,Germany,5/4/2021,6/11/2025,5,active,7/11/2025,52.34,8,16,Electronics,Camera,Electronics,Male
ORD5024,CUST1024,45,PROD224,Germany,4/14/2022,1/29/2023,2,active,5/21/2024,232.67,3,20,Clothing,Lipstick,Beauty,Male
ORD5025,CUST1025,49,PROD225,India,11/7/2021,6/9/2022,3,cancelled,9/26/2022,142.89,5,40,Clothing,Sneakers,Clothing,Male
ORD5026,CUST1026,27,PROD226,Germany,5/15/2023,5/5/2025,0,paused,8/26/2024,44.69,7,28,Beauty,T-Shirt,Clothing,Male
ORD5027,CUST1027,69,PROD227,Pakistan,3/23/2021,2/25/2022,4,cancelled,11/13/2024,139.3,7,42,Clothing,Tennis Racket,Sports,Male
ORD5028,CUST1028,66,PROD228,India,6/2/2021,4/3/2025,1,active,1/17/2022,149.65,8,45,Electronics,Sofa,Home,Male
ORD5029,CUST1029,43,PROD229,Canada,8/22/2020,3/22/2024,3,cancelled,8/6/2021,157.1,6,14,Electronics,Laptop,Electronics,Female
ORD5030,CUST1030,18,PROD230,Germany,4/19/2021,6/1/2021,5,active,3/4/2023,182.53,9,24,Clothing,Basketball,Sports,Male
ORD5031,CUST1031,37,PROD231,Canada,8/19/2021,7/22/2023,4,paused,9/7/2024,31.95,1,9,Home,Dress,Clothing,Male
ORD5032,CUST1032,52,PROD232,Germany,2/9/2021,7/27/2021,0,cancelled,11/10/2023,804.77,2,26,Beauty,Cycling Helmet,Sports,Female
ORD5033,CUST1033,50,PROD233,Canada,3/25/2022,9/25/2022,5,active,9/5/2022,332.38,5,29,Home,Shirt,Clothing,Male
ORD5034,CUST1034,49,PROD234,UK,2/26/2021,4/22/2025,5,active,10/18/2021,1292.65,1,12,Electronics,Cricket Bat,Sports,Female
ORD5035,CUST1035,48,PROD235,India,7/11/2021,11/23/2023,3,active,6/3/2024,36.39,7,24,Electronics,Tablet,Electronics,Female
ORD5036,CUST1036,42,PROD236,UK,8/3/2023,1/14/2024,0,paused,9/22/2024,79.19,7,13,Home,Camera,Electronics,Male
ORD5037,CUST1037,66,PROD237,India,3/25/2023,5/16/2023,3,active,12/29/2024,94.06,4,48,Sports,Blender,Home,Male
ORD5038,CUST1038,25,PROD238,Pakistan,2/17/2022,6/29/2023,3,paused,3/13/2022,786.48,2,11,Sports,Basketball,Sports,Female
ORD5039,CUST1039,40,PROD239,India,12/4/2022,12/13/2024,5,active,6/5/2025,20.55,6,47,Beauty,Sneakers,Clothing,Female
ORD5040,CUST1040,31,PROD240,USA,5/8/2023,8/6/2025,3,active,10/9/2023,203.23,5,45,Beauty,Sneakers,Clothing,Male
ORD5041,CUST1041,55,PROD241,Pakistan,7/19/2022,3/28/2025,5,active,12/2/2024,65.07,7,5,Sports,Dumbbells,Sports,Female
ORD5042,CUST1042,57,PROD242,Germany,5/23/2023,3/15/2025,4,paused,8/25/2023,1954.64,1,36,Home,Cricket Bat,Sports,Other
ORD5043,CUST1043,55,PROD243,UK,4/22/2023,5/28/2024,4,active,12/24/2024,18.98,7,45,Sports,Smartphone,Electronics,Female
ORD5044,CUST1044,47,PROD244,Germany,3/11/2022,12/11/2023,5,cancelled,7/9/2025,654.56,3,48,Beauty,Football,Sports,Male
ORD5045,CUST1045,29,PROD245,Pakistan,11/30/2020,5/22/2022,0,active,10/24/2023,334.17,5,6,Home,Headphones,Electronics,Male
ORD5046,CUST1046,19,PROD246,Pakistan,3/21/2023,1/14/2025,0,active,4/29/2024,219.75,5,37,Beauty,Jacket,Clothing,Female
ORD5047,CUST1047,38,PROD247,Canada,7/13/2021,7/9/2022,1,active,7/23/2021,223.05,7,23,Home,Lamp,Home,Male
ORD5048,CUST1048,48,PROD248,Pakistan,4/10/2023,4/18/2025,5,paused,6/9/2025,149.88,4,35,Sports,Headphones,Electronics,Male
ORD5049,CUST1049,58,PROD249,Germany,6/17/2022,1/4/2025,4,active,11/26/2024,165.27,9,30,Sports,Bluetooth Speaker,Electronics,Male
ORD5050,CUST1050,27,PROD250,Pakistan,8/29/2020,8/15/2024,0,paused,2/9/2023,222.62,8,37,Beauty,Gaming Console,Electronics,Female
ORD5051,CUST1051,54,PROD251,Canada,12/5/2022,7/13/2023,2,active,6/5/2025,45.17,2,14,Beauty,Bluetooth Speaker,Electronics,Male
ORD5052,CUST1052,67,PROD252,USA,9/9/2020,5/28/2025,3,active,3/19/2022,136.95,8,4,Clothing,Basketball,Sports,Female
ORD5053,CUST1053,51,PROD253,Canada,10/5/2020,8/16/2021,4,cancelled,4/3/2025,323.04,3,8,Beauty,Nail Polish,Beauty,Female
ORD5054,CUST1054,59,PROD254,UK,5/3/2023,4/26/2024,0,cancelled,12/24/2023,104,3,1,Electronics,Smartphone,Electronics,Male
ORD5055,CUST1055,42,PROD255,USA,4/9/2022,8/4/2022,4,cancelled,4/10/2023,251.6,3,23,Beauty,Lamp,Home,Female
ORD5056,CUST1056,38,PROD256,USA,8/15/2023,12/28/2023,0,active,4/18/2025,472.04,2,17,Electronics,Shirt,Clothing,Male
ORD5057,CUST1057,23,PROD257,Germany,2/27/2023,2/11/2025,5,active,3/14/2023,21.85,8,1,Home,Tennis Racket,Sports,Female
ORD5058,CUST1058,18,PROD258,USA,4/22/2021,5/18/2023,3,active,2/4/2023,295.22,5,18,Electronics,Jeans,Clothing,Male
ORD5059,CUST1059,41,PROD259,Canada,8/30/2020,9/2/2023,0,paused,9/30/2023,362.26,5,13,Beauty,Running Shoes,Sports,Female
ORD5060,CUST1060,35,PROD260,Canada,8/16/2021,9/21/2021,1,cancelled,11/22/2021,286.73,6,42,Beauty,Cycling Helmet,Sports,Female
ORD5061,CUST1061,39,PROD261,Canada,12/29/2021,1/10/2024,3,active,4/5/2022,34.68,9,2,Home,Smartphone,Electronics,Female
ORD5062,CUST1062,33,PROD262,UK,9/9/2021,2/2/2024,4,paused,11/14/2022,370.97,4,13,Electronics,Sneakers,Clothing,Female
ORD5063,CUST1063,34,PROD263,Canada,11/26/2020,3/10/2022,4,active,8/17/2021,841.95,2,9,Sports,Camera,Electronics,Female
ORD5064,CUST1064,22,PROD264,Germany,7/8/2022,2/3/2023,4,cancelled,3/31/2024,1795.65,1,16,Clothing,Sofa,Home,Female
ORD5065,CUST1065,56,PROD265,Pakistan,11/16/2020,6/12/2025,1,paused,8/15/2022,459.56,3,7,Sports,Smartwatch,Electronics,Male
ORD5066,CUST1066,54,PROD266,Pakistan,7/13/2023,4/10/2024,3,cancelled,8/8/2024,193.86,5,9,Home,Hoodie,Clothing,Female
ORD5067,CUST1067,66,PROD267,UK,9/24/2021,10/30/2024,4,active,6/22/2024,180.63,3,39,Clothing,Cycling Helmet,Sports,Female
ORD5068,CUST1068,45,PROD268,Canada,5/27/2023,9/11/2024,5,active,9/28/2024,1217.67,1,40,Home,Lipstick,Beauty,Other
ORD5069,CUST1069,19,PROD269,Canada,1/25/2022,6/29/2025,4,active,1/7/2025,262.1,6,33,Clothing,Smartwatch,Electronics,Male
ORD5070,CUST1070,33,PROD270,India,7/29/2023,12/18/2024,3,active,4/17/2025,466.13,3,25,Home,Jeans,Clothing,Female
ORD5071,CUST1071,62,PROD271,India,10/9/2021,3/1/2024,2,active,12/25/2022,365.16,3,13,Sports,Laptop,Electronics,Female
ORD5072,CUST1072,34,PROD272,Canada,12/14/2020,4/1/2021,3,active,7/10/2023,24.08,5,28,Beauty,Bluetooth Speaker,Electronics,Male
ORD5073,CUST1073,57,PROD273,Pakistan,11/1/2021,10/20/2022,0,cancelled,7/21/2025,167.47,5,13,Sports,Sofa,Home,Male
ORD5074,CUST1074,21,PROD274,India,8/19/2021,5/21/2025,2,active,9/11/2022,44.36,6,27,Sports,Bluetooth Speaker,Electronics,Female
ORD5075,CUST1075,43,PROD275,USA,8/20/2022,2/20/2024,1,cancelled,8/16/2023,157.7,5,32,Home,Dumbbells,Sports,Female
ORD5076,CUST1076,63,PROD276,USA,5/3/2021,8/6/2022,5,cancelled,7/30/2025,244.5,6,19,Clothing,Blender,Home,Male
ORD5077,CUST1077,35,PROD277,UK,7/17/2021,12/8/2024,2,cancelled,10/28/2024,1519.11,1,47,Sports,Tablet,Electronics,Female
ORD5078,CUST1078,55,PROD278,UK,4/11/2021,12/29/2023,2,cancelled,8/6/2024,160.26,8,44,Beauty,Face Wash,Beauty,Female
ORD5079,CUST1079,54,PROD279,Germany,10/5/2020,5/21/2025,5,active,4/6/2024,154,7,21,Sports,Foundation,Beauty,Male
ORD5080,CUST1080,53,PROD280,Germany,11/2/2021,10/10/2023,0,active,10/2/2024,119.16,7,4,Electronics,Perfume,Beauty,Male
ORD5081,CUST1081,20,PROD281,USA,7/1/2023,12/18/2023,5,active,2/16/2025,68.21,5,8,Home,Refrigerator,Home,Male
ORD5082,CUST1082,18,PROD282,UK,9/23/2021,2/20/2022,0,active,6/7/2025,112.63,7,20,Electronics,Headphones,Electronics,Male
ORD5083,CUST1083,44,PROD283,UK,10/3/2021,11/8/2023,0,active,4/23/2022,269.36,6,16,Beauty,Basketball,Sports,Female
ORD5084,CUST1084,20,PROD284,Pakistan,12/2/2021,4/26/2025,0,active,12/14/2023,1032.49,1,1,Sports,Dress,Clothing,Male
ORD5085,CUST1085,51,PROD285,Germany,4/4/2021,11/27/2023,0,active,9/1/2022,253.07,2,7,Sports,Tablet,Electronics,Female
ORD5086,CUST1086,55,PROD286,Germany,1/15/2021,6/21/2024,1,active,8/25/2021,189.41,8,3,Home,Laptop,Electronics,Female
ORD5087,CUST1087,52,PROD287,Pakistan,4/5/2022,6/20/2023,1,cancelled,3/27/2024,1495.51,1,45,Home,Refrigerator,Home,Female
ORD5088,CUST1088,31,PROD288,Germany,10/16/2021,11/8/2022,4,cancelled,12/7/2024,384.7,2,38,Home,Gaming Console,Electronics,Female
ORD5089,CUST1089,46,PROD289,India,8/28/2021,9/7/2023,5,active,1/16/2024,256.4,6,29,Home,Sofa,Home,Male
ORD5090,CUST1090,61,PROD290,Pakistan,7/7/2023,8/8/2023,0,active,7/14/2025,289.7,4,14,Clothing,Chair,Home,Female
ORD5091,CUST1091,30,PROD291,Canada,2/27/2021,6/26/2023,2,active,2/25/2024,27,5,8,Electronics,Dining Table,Home,Female
ORD5092,CUST1092,56,PROD292,Canada,9/13/2021,5/22/2022,2,active,11/29/2024,279.83,3,28,Clothing,Moisturizer,Beauty,Female
ORD5093,CUST1093,24,PROD293,Canada,5/29/2023,6/28/2024,0,paused,10/22/2024,290.29,5,30,Sports,Headphones,Electronics,Male
ORD5094,CUST1094,68,PROD294,Pakistan,7/14/2022,12/25/2024,2,active,7/5/2024,259.26,6,38,Home,Yoga Mat,Sports,Female
ORD5095,CUST1095,52,PROD295,Canada,10/20/2022,11/11/2024,5,cancelled,7/9/2025,159.25,5,40,Sports,Gaming Console,Electronics,Male
ORD5096,CUST1096,43,PROD296,USA,2/15/2021,10/19/2021,0,active,1/25/2025,62.41,3,30,Sports,Tennis Racket,Sports,Female
ORD5097,CUST1097,35,PROD297,Pakistan,3/31/2021,11/21/2022,4,active,5/22/2022,107.73,5,26,Home,Smartwatch,Electronics,Male
ORD5098,CUST1098,66,PROD298,Germany,9/15/2021,8/7/2022,5,paused,5/28/2022,556.57,2,40,Sports,T-Shirt,Clothing,Male
ORD5099,CUST1099,32,PROD299,UK,9/18/2021,4/15/2022,2,active,1/19/2022,990.57,1,5,Sports,Headphones,Electronics,Female
ORD5100,CUST1100,57,PROD300,UK,11/28/2020,1/20/2024,2,cancelled,3/10/2022,140.71,6,26,Home,Nail Polish,Beauty,Female
ORD5101,CUST1101,49,PROD301,USA,4/15/2022,9/20/2024,2,active,3/9/2025,38.59,9,48,Sports,Yoga Mat,Sports,Male
ORD5102,CUST1102,62,PROD302,USA,8/14/2023,7/8/2024,1,active,5/18/2025,196.79,8,35,Clothing,Moisturizer,Beauty,Female
ORD5103,CUST1103,36,PROD303,Germany,6/18/2023,4/6/2025,4,active,1/27/2024,84.34,5,41,Sports,Basketball,Sports,Female
ORD5104,CUST1104,51,PROD304,USA,7/27/2022,10/17/2023,2,paused,1/4/2025,760.96,1,13,Electronics,Foundation,Beauty,Male
ORD5105,CUST1105,54,PROD305,India,10/1/2022,11/10/2024,4,active,3/12/2024,716.3,2,24,Home,Smartphone,Electronics,Female
ORD5106,CUST1106,27,PROD306,UK,9/15/2022,2/21/2025,0,cancelled,6/28/2025,396.36,5,34,Sports,Chair,Home,Female
ORD5107,CUST1107,42,PROD307,Germany,10/16/2020,3/8/2022,0,active,7/4/2021,805.84,2,39,Home,Cycling Helmet,Sports,Female
ORD5108,CUST1108,51,PROD308,India,7/4/2022,11/11/2024,3,cancelled,7/23/2024,107.67,4,26,Clothing,Vacuum Cleaner,Home,Other
ORD5109,CUST1109,39,PROD309,India,11/6/2022,4/5/2024,1,cancelled,9/14/2024,233.34,6,44,Clothing,Perfume,Beauty,Male
ORD5110,CUST1110,23,PROD310,Canada,10/29/2022,8/21/2023,1,active,4/5/2024,353.8,3,11,Electronics,Perfume,Beauty,Female
ORD5111,CUST1111,59,PROD311,India,1/27/2023,12/26/2023,0,paused,1/11/2025,221.28,8,41,Clothing,Jeans,Clothing,Female
ORD5112,CUST1112,29,PROD312,Canada,2/13/2021,10/5/2023,4,paused,11/27/2024,247.78,8,28,Electronics,Lipstick,Beauty,Female
ORD5113,CUST1113,50,PROD313,India,8/11/2023,3/7/2025,0,cancelled,10/26/2023,1810.76,1,13,Clothing,Yoga Mat,Sports,Male
ORD5114,CUST1114,31,PROD314,Pakistan,12/16/2021,5/27/2023,3,active,11/1/2023,164.62,6,15,Sports,Sofa,Home,Female
ORD5115,CUST1115,65,PROD315,Canada,7/26/2022,10/1/2022,3,active,6/15/2023,57.48,5,42,Beauty,Tablet,Electronics,Female
ORD5116,CUST1116,28,PROD316,Canada,11/29/2022,9/28/2024,0,active,5/16/2024,431.26,3,3,Electronics,Vacuum Cleaner,Home,Female
ORD5117,CUST1117,31,PROD317,Germany,12/30/2020,6/9/2021,0,cancelled,3/2/2023,205.69,8,7,Clothing,Dress,Clothing,Male
ORD5118,CUST1118,45,PROD318,Canada,3/1/2022,9/17/2024,1,active,8/22/2022,338.72,1,22,Home,Hoodie,Clothing,Male
ORD5119,CUST1119,19,PROD319,USA,9/12/2021,6/28/2024,1,active,10/24/2022,174.49,9,25,Clothing,Lipstick,Beauty,Female
ORD5120,CUST1120,64,PROD320,Pakistan,11/16/2020,8/6/2022,5,cancelled,7/6/2024,102.01,6,1,Electronics,Tablet,Electronics,Male
ORD5121,CUST1121,23,PROD321,UK,10/30/2022,4/27/2024,5,active,2/18/2023,389.99,5,3,Home,Shirt,Clothing,Male
ORD5122,CUST1122,22,PROD322,UK,12/3/2022,12/19/2024,2,cancelled,12/7/2022,21.57,6,49,Sports,Face Wash,Beauty,Male
ORD5123,CUST1123,68,PROD323,USA,4/25/2023,9/24/2024,1,cancelled,3/26/2025,649.18,2,38,Electronics,Gaming Console,Electronics,Male
ORD5124,CUST1124,61,PROD324,Canada,2/19/2023,4/23/2025,3,cancelled,7/29/2025,964.88,2,5,Clothing,Running Shoes,Sports,Female
ORD5125,CUST1125,52,PROD325,UK,5/20/2023,2/8/2024,0,active,5/11/2025,201.06,8,28,Home,Lamp,Home,Male
ORD5126,CUST1126,35,PROD326,UK,6/9/2021,10/18/2024,1,active,5/31/2022,178.81,1,41,Electronics,Smartwatch,Electronics,Female
ORD5127,CUST1127,45,PROD327,Germany,7/25/2022,2/27/2023,2,cancelled,11/14/2023,167.69,5,49,Electronics,Headphones,Electronics,Female
ORD5128,CUST1128,49,PROD328,Germany,9/28/2022,10/12/2022,2,active,3/3/2024,19.56,6,43,Beauty,Bluetooth Speaker,Electronics,Female
ORD5129,CUST1129,31,PROD329,UK,4/24/2021,1/10/2024,0,active,8/4/2023,170.27,3,34,Electronics,Shampoo,Beauty,Male
ORD5130,CUST1130,33,PROD330,Germany,10/20/2022,8/7/2024,3,cancelled,10/31/2022,968.05,2,3,Clothing,Smartwatch,Electronics,Male
ORD5131,CUST1131,21,PROD331,UK,11/8/2021,1/25/2025,0,cancelled,4/14/2025,184.34,6,13,Home,Tablet,Electronics,Female
ORD5132,CUST1132,59,PROD332,USA,7/13/2022,6/12/2023,3,active,8/8/2025,332.14,4,3,Electronics,Skirt,Clothing,Female
ORD5133,CUST1133,46,PROD333,Germany,6/29/2021,11/4/2022,2,active,6/2/2025,42.65,5,34,Home,Tennis Racket,Sports,Female
ORD5134,CUST1134,35,PROD334,UK,9/5/2021,11/18/2024,1,active,11/28/2022,21.3,9,43,Beauty,Cycling Helmet,Sports,Male
ORD5135,CUST1135,51,PROD335,USA,5/20/2023,5/17/2024,5,cancelled,6/25/2024,111.78,7,28,Clothing,Microwave,Home,Male
ORD5136,CUST1136,51,PROD336,India,1/10/2022,7/8/2022,1,active,4/6/2023,103.26,7,25,Beauty,Face Wash,Beauty,Female
ORD5137,CUST1137,39,PROD337,USA,5/2/2021,7/11/2024,3,active,6/30/2025,5.48,9,11,Electronics,Headphones,Electronics,Female
ORD5138,CUST1138,36,PROD338,Germany,4/7/2023,5/9/2023,3,active,7/11/2025,151.96,5,16,Sports,Cycling Helmet,Sports,Female
ORD5139,CUST1139,49,PROD339,Pakistan,6/7/2023,7/19/2023,3,active,3/23/2025,152.78,9,12,Electronics,Sneakers,Clothing,Female
ORD5140,CUST1140,55,PROD340,UK,2/14/2022,2/25/2024,2,active,12/5/2024,179.86,7,3,Clothing,Cycling Helmet,Sports,Male
ORD5141,CUST1141,19,PROD341,Germany,3/24/2023,11/3/2024,4,cancelled,12/30/2023,218.72,8,9,Clothing,Sneakers,Clothing,Female
ORD5142,CUST1142,47,PROD342,UK,6/2/2023,3/28/2025,0,cancelled,8/24/2023,177.72,4,46,Clothing,T-Shirt,Clothing,Female
ORD5143,CUST1143,53,PROD343,India,10/20/2021,4/26/2025,5,active,9/16/2024,224.37,4,30,Electronics,Conditioner,Beauty,Female
ORD5144,CUST1144,46,PROD344,India,11/10/2021,6/26/2024,3,active,8/19/2025,283.6,7,18,Electronics,Dress,Clothing,Female
ORD5145,CUST1145,48,PROD345,Germany,8/7/2021,9/5/2024,2,cancelled,7/6/2023,167,9,23,Clothing,Skirt,Clothing,Male
ORD5146,CUST1146,47,PROD346,USA,3/17/2021,10/30/2023,1,active,1/25/2023,121.06,6,24,Beauty,Jeans,Clothing,Female
ORD5147,CUST1147,26,PROD347,Germany,8/24/2022,2/28/2025,5,active,7/19/2025,433.59,3,28,Beauty,Headphones,Electronics,Other
ORD5148,CUST1148,20,PROD348,India,12/5/2021,7/25/2024,1,active,2/16/2025,230.28,5,17,Beauty,Lamp,Home,Male
ORD5149,CUST1149,51,PROD349,Germany,9/23/2021,2/5/2024,2,cancelled,1/24/2024,8.24,6,37,Clothing,Nail Polish,Beauty,Male
ORD5150,CUST1150,20,PROD350,Germany,9/22/2021,10/7/2022,3,cancelled,5/5/2024,634.46,3,40,Clothing,Shirt,Clothing,Male
ORD5151,CUST1151,49,PROD351,USA,12/26/2020,5/1/2022,3,active,5/16/2021,156.77,8,40,Sports,Nail Polish,Beauty,Female
ORD5152,CUST1152,27,PROD352,Pakistan,11/9/2021,1/18/2023,5,active,1/25/2024,172.17,7,41,Home,Microwave,Home,Female
ORD5153,CUST1153,52,PROD353,India,7/27/2022,7/8/2024,2,active,9/15/2022,1308.29,1,18,Clothing,Jacket,Clothing,Female
ORD5154,CUST1154,24,PROD354,UK,10/13/2020,12/20/2024,1,cancelled,3/17/2021,773,2,42,Home,Face Wash,Beauty,Other
ORD5155,CUST1155,54,PROD355,UK,8/28/2022,1/30/2025,1,cancelled,7/28/2023,37.35,1,7,Home,Sneakers,Clothing,Female
ORD5156,CUST1156,42,PROD356,Pakistan,10/6/2021,8/12/2024,0,active,9/18/2022,210.51,2,1,Home,Jacket,Clothing,Male
ORD5157,CUST1157,55,PROD357,Canada,7/17/2022,2/7/2024,4,cancelled,7/29/2022,184.94,7,45,Home,Hoodie,Clothing,Male
ORD5158,CUST1158,35,PROD358,Pakistan,11/22/2020,10/14/2021,4,active,4/9/2021,34.88,5,24,Beauty,Lamp,Home,Female
ORD5159,CUST1159,31,PROD359,Pakistan,4/9/2022,8/9/2024,3,active,5/17/2024,23.82,9,1,Clothing,Foundation,Beauty,Male
ORD5160,CUST1160,21,PROD360,Germany,5/22/2022,11/2/2022,1,active,8/7/2022,241.3,6,21,Clothing,Yoga Mat,Sports,Male
ORD5161,CUST1161,65,PROD361,Canada,7/30/2022,8/13/2022,5,active,7/27/2025,292.25,3,24,Beauty,Tennis Racket,Sports,Female
ORD5162,CUST1162,30,PROD362,Canada,9/30/2020,9/30/2023,4,cancelled,3/4/2022,139.58,6,44,Clothing,Blender,Home,Female
ORD5163,CUST1163,38,PROD363,Pakistan,7/2/2023,12/21/2024,4,cancelled,10/16/2023,400.08,4,38,Clothing,Running Shoes,Sports,Female
ORD5164,CUST1164,64,PROD364,Germany,11/19/2022,3/14/2023,3,paused,8/1/2023,901.2,2,34,Electronics,Vacuum Cleaner,Home,Male
ORD5165,CUST1165,45,PROD365,Germany,5/12/2023,8/10/2024,5,active,6/11/2025,597.67,3,9,Electronics,Blender,Home,Male
ORD5166,CUST1166,41,PROD366,UK,9/3/2021,11/23/2024,2,cancelled,2/4/2023,77.76,3,3,Electronics,Running Shoes,Sports,Male
ORD5167,CUST1167,38,PROD367,Pakistan,11/23/2021,6/13/2023,1,cancelled,12/2/2022,15.8,6,8,Home,Cricket Bat,Sports,Male
ORD5168,CUST1168,62,PROD368,Germany,1/23/2021,1/4/2023,2,active,8/9/2023,151.98,5,36,Home,Running Shoes,Sports,Other
ORD5169,CUST1169,47,PROD369,India,5/2/2021,10/28/2022,5,active,5/16/2021,35.32,6,49,Sports,Shirt,Clothing,Male
ORD5170,CUST1170,65,PROD370,UK,5/9/2021,5/1/2024,5,active,2/27/2025,161.03,9,47,Electronics,Basketball,Sports,Female
ORD5171,CUST1171,36,PROD371,UK,4/17/2021,6/12/2024,1,cancelled,9/17/2022,621.17,2,2,Home,Sneakers,Clothing,Female
ORD5172,CUST1172,64,PROD372,Canada,2/19/2022,4/15/2023,0,cancelled,2/28/2024,261.65,5,28,Sports,Skirt,Clothing,Female
ORD5173,CUST1173,38,PROD373,Pakistan,5/12/2022,12/2/2024,5,cancelled,5/11/2025,332.86,5,42,Beauty,Lamp,Home,Male
ORD5174,CUST1174,51,PROD374,Germany,2/15/2023,11/15/2024,4,active,5/9/2025,68.45,3,39,Beauty,Shampoo,Beauty,Male
ORD5175,CUST1175,62,PROD375,Pakistan,9/15/2021,2/19/2024,5,active,9/20/2024,274.96,4,26,Sports,Smartphone,Electronics,Male
ORD5176,CUST1176,20,PROD376,Pakistan,7/11/2023,7/13/2024,3,cancelled,9/29/2024,859.4,2,17,Sports,Bluetooth Speaker,Electronics,Male
ORD5177,CUST1177,21,PROD377,Canada,11/19/2020,11/4/2022,4,paused,10/28/2022,103.64,9,34,Sports,Cricket Bat,Sports,Female
ORD5178,CUST1178,45,PROD378,Canada,11/14/2021,7/19/2022,3,cancelled,9/6/2023,993.48,2,18,Beauty,Perfume,Beauty,Female
ORD5179,CUST1179,48,PROD379,Germany,7/24/2021,10/6/2021,2,active,4/10/2022,348.34,2,15,Sports,Lipstick,Beauty,Male
ORD5180,CUST1180,48,PROD380,Pakistan,4/10/2023,5/1/2024,0,active,7/18/2025,18.7,6,33,Beauty,Microwave,Home,Male
ORD5181,CUST1181,33,PROD381,Pakistan,3/21/2023,4/17/2024,3,cancelled,5/11/2025,1543.22,1,42,Sports,T-Shirt,Clothing,Male
ORD5182,CUST1182,37,PROD382,India,8/1/2021,7/28/2025,0,active,4/21/2024,183.2,8,5,Beauty,Headphones,Electronics,Male
ORD5183,CUST1183,59,PROD383,Canada,4/19/2021,10/14/2022,2,active,8/17/2024,215.88,8,23,Clothing,Smartwatch,Electronics,Male
